Medicine Name,Active Ingredient,Alternatives,Pharmacology
Amrizole,metronidazole,FLAGICURE 250mg 20 tab.; FLAGICURE 500mg 10 Vag.tabs; TRICHOGYL 500mg 12 F.C.tab.; ENTOPHAR 500 MG 5 VAG. OVULES; TRICHOGYL 250 mg 20 tab.; METROZOLE 250mg 20 tab.; TRICHOCID 250mg 20 tab.; FLAGICURE FORTE 500 mg 20 F.C. tab; ENTOPHAR 125mg/5ml 120ml susp.; METROZOLE 125mg/5ml 120 ml susp.; COPAGARAMON 500 MG 20 F.C. TABS.; ROSAGEL 0.75gm/100gm gel 20 GM; TRICHOGEL 0.75% vaginal gel 30 GM; DUMOZOL 125mg/5ml 125ml susp.; AMRIZOLE 500mg 5 vaginal supp.; AMRIZOLE 1 GM 5 RECTAL SUPP.; AMRIZOLE 250mg 20 tab.; DUMOZOL 500mg 20 F.C. TABS.; METRON 0.75 % VAG. GEL 40 GM; METRONIDAZOLE-MUP 20 F.C. TABS. B.P. 2014; AMRIZOLE 200mg/5ml 120ml susp.; ZOLGUARD 500mg 20 tab.; FLAGYL 125mg/5ml 100ml susp.; AMRIZOLE 500mg 20 tab.; FLAGELLAT FORTE 200mg/5ml 100 ml susp.; GEDAZOLE 500mg 20 tab.; FLAGYL 250mg 20 tab.; FLAGYL 500mg 20 tab.; METRONIDAZOLE 5mg/ml VIAL for I.V. inf.; TRICHOGYL 0.5% I.V.infusion; METROFLAG 5mg/ml VIAL for I.V. inf.; BUMEXAZOLE 0.5% vial 100 ML; METRONIDAZOLE 500mg /100ml I.V. infusion; FLAGYL 0.5% I.V. infusion; FLAZOL 500mg/100ml I.V.infusion; FLAGYL 500mg 10 VAGINAL OVULES; AMRIZOLE 0.5% vial 100 ML,"About Metronidazole; A nitroimidazole antibiotic, Anti-infective, Antiprotozoal,amebicide.; Mechanism of Action of Metronidazole; Metronidazole is nitro imidazoles which have broad spectrum cidal activity against Protozoa and some anaerobic bacteria. Its selective toxicity to anaerobic microbes involves 1. Drug enters the cell by diffusion, 2. Nitro group of drug is reduced by redox proteins present only in anaerobic organisms to reactive nitro radical which exerts cytotoxic action by damaging DNA and other critical biomolecules. 3. DNA helix destabilization & strand breakage has been observed.; Indications for Metronidazole; 1.Amoebiasis; 2.Giardiasis; 3.Trichomonas vaginitis; 4.Pseudo membranous enterocolitis; 5.Anaerobic bacterial infections after surgery, Brain abscess, & Endocarditis; 6.Helicobacter pylori infections; 7.Ulcerative gingivitis"
Glycerin,glycerin,GLYCEROL adult 6 supp.B.P.2003; GLYCEROL paed. 6 supp.B.P.2003; GLYCERIN ADULT 6 SUPP.; GLYCERIN ADULT 5 SUPP. (GLAXO); GLYCERIN INFANTILE 10 SUPP. (GLAXO); GLYCERINE 1.61gm 10 ADULT supp.; KLY LUBRICATING JELLY 42 GM; KLY LUBRICATING JELLY 82 GM,Mechanism of Action of Glycerine; Glycerine is a sweet clear viscous liquid with dehydrating property. It produces a warm sensation and irritates mucous membranes. When used as a suppository and applied to anal canal it induces evacuation. Glycerine soothes the irritated skin so it is used as a component of cough mixtures. When a 50% solution of Glycerine in water is applied to dry and chapped skin it acts as an emollient. When used a 10% solution I.V. it reduces intraocular or intracranial pressure. When used as a diuretic it significantly increases the osmolality of plasma and tubular fluid. It is pharmacologically inert and freely filtered at glomerulus and undergoes limited reabsorption by renal tubule and acts as osmotic diuretic.
Duphalac,lactulose,FARCOLAC 667gm/l 120ml syrup; LACTOLINE 50% 200ml syrup; SEDALAC 3.35gm/5ml 300ml syrup; LACTOLINE 50% 120ml syrup; LACTULAX 67% 120ml syrup; LAEVOLAC 67gm/100ML syrup 120 ML; LAXOLAC 120ml syrup 3.35gm/5ml syp.; SEDALAC 3.35gm/5ml 120ml syrup; VILLAPURG 67% syrup 120 ML; VILLAPURG 67% syrup 200 ML; LACTULOSE HEK 65% 120ml syrup; LAXOLAC 300ml syrup 3.35gm/5ml syp.; DUPHALAC 667gm/l 200ml syrup; LACTULOSE HEK 65% 300ml syrup,"About Lactulose; A synthetic Disaccharide, Osmotic Laxative, Ammonium Detoxicant.; Mechanism of Action of Lactulose; Laxative: Lactulose is a synthetic disaccharide of galactose and fructose that resist intestinal disaccharidase activity. The sugars are joined by a beta glycosidic linkage and are resistant to hydrolysis by human digestive enzymes. Lactulose is fermented by a limited number of colonic bacteria. This can lead to changes in the colonic ecosystem in favor of some bacteria, such as lactobacilli and bifidobacteria, which may confer some health benefits. The products of fermentation include lactic acid and small-chain fatty acids. Degradation to short chain fatty acids also increases the osmotic pressure in the intestinal lumen. It also cause an increase in fecal volume due to intraluminal water retention and stimulate colonic propulsive motility result in increased fecal bulk and stimulation of peristalsis."
Xolamol,dorzolamide,DORZOLAMOL eye drops 5 ML; EPITIMOZAL eye drops 5 ML; COMBILOW eye drops 5 ML; RAMEDAZOLAMIDE eye drop; EPISOPT eye drops; GLAUCOSOPT eye drops; QUEENZOLAMIDE PLUS eye drop; TWINZOL eye drops; ZOLATILOL sterile ophthalmic sol.; XOLAMOL eye drops; COSOPT eye drops 5 ml,"About Dorzolamide; Carbonic anhydrase inhibitor, Thiophene derivative, a sulfonamide, Antiglucoma.; Mechanism of Action of Dorzolamide; Dorzolamide is a sulfonamide used as topical carbonic anhydrase inhibitor. Inhibition of carbonic anhydrase-2 in ciliary processes of eye leads to reducing intra ocular tension by decreasing aqueous humor secretion by slowing the formation of bicarbonate ions with subsequent decrease in sodium and fluid transport.; About Timolol; Nonselective Beta Adrenergic,Blocker,Ophthalmic- Antiglaucoma,antimigraine.; Mechanism of Action of Timolol; Timolol is a non selective beta blocker. It inhibits the beta receptors (?2) present in the eye such as in the ciliary body epithelium and blood vessels. This will leads to decreased aqueous production and reduced intraocular pressure. Aqueous humor production is activated by ? receptor mediated cyclic AMP phosphokinase pathway. Beta receptor blockers will decreases the intracellular cyclic AMP level and reduces intraoc"
Kerella,betamethasone,BETNOSAL oint. 10 GM; BETASALIC topical oint. 15 GM; KERELLA oint. 15 GM; BETAVAL-S oint. 15 GM; BETNOSAL oint. 20 GM; BETAVAL-S oint. 20 GM; BETASALIC LOTION 30 ML; DIPROSALIC oint. 15 GM; KERELLA lotion 30 ML; SALIBET oint. 30 GM; DIPROSALIC lotion 30 ML,"USES:; This medication is used to treat certain skin conditions. This product contains a corticosteroid called betamethasone (for swelling, redness and itch) and a drug to help remove rough patches of skin.; ; HOW TO USE:; Apply a thin layer to the affected area and rub it gently into the skin. Generally this medicine is used twice daily. Follow all instructions carefully and do not use this product more often than prescribed- an increase in side effects could occur. You should notice skin improvement within one week. Do not bandage, wrap or cover the area treated unless you are instructed to do so by your doctor."
Fucicort,betamethasone,MIXOFUSE CREAM 15 GM; BETAFUCIN cream 15 GM; FUSIDIC PLUS topical 15gm cream.; FUCI-TOP-C CREAM 15 GM; FUTASONE 2% cream 15 GM; ZETACORT CREAM 15 GM; FOSTINOCORT topical cream 20 GM; CORTICOFUSIDIC Topical cream 30 GM; FUCICORT CREAM 15 GM; FUCICORT CREAM 20 GM; FUCICORT CREAM 30 GM,"Description; Betamethasone is a type of medicine called a topical corticosteroid. Corticosteroids are medicines used for reducing inflammation. Skin inflammation in eczema occurs due to the irritation of the skin, and is caused by the release of various substances involved in the immune system. These substances cause blood vessels to widen, resulting in the affected area becoming red, swollen, itchy and painful.; When betamethasone is applied to the skin it works by acting inside the cells to decrease the release of these inflammatory substances. This reduces swelling, redness and itch. Betamethasone is a potent corticosteroid.; ; ; mechanism:; Fusidic acid is an antibiotic medicine used to treat infections with bacteria. It works by entering bacterial cells and interfering with the production of proteins that the bacteria need to divide and multiply. It doesn t directly kill the bacteria, but leaves them unable to increase in numbers. The bacteria eventually die or are destroyed by th"
Zithromax,azithromycin,AZROLID 200mg/5ml pd. For oral 15ml susp.; AZROLID 200mg/5ml pd. For oral 22.5ml susp.; ELIAZITHROX 1% ophthalmic solution 2.5 ML; EPIZITHRO 200mg/5ml 15ml susp.; ZITHRODOSE 100mg/5ML 15 ML; AZROLID 200mg/5ml pd. For oral 30ml susp.; UNIZITHROCURE 200mg/5ml pd. For oral 15ml susp.; ZITHROKAN 100mg/5ml pd. for oral susp. 15 ML; AZATRIBACT 500mg 3 Caps.; ZITHRODOSE 100mg/5ML 30 ML; RAME-ZITHRO 200mg/5ml 15ml susp.; AZATRIBACT 200mg/5ml 22.5ml susp.; AZATRIBACT 250mg 6 Caps.; AZOMYCIN 200mg/5ml 15ml susp.; DELZOSIN 500mg 3 F.C. tabs.; GIGAZOCIN 200mg/5ML PD. ORAL SUSP. 25 ML; SYSTYMYCIN 500mg 3 Caps.; CYANARO 1% EYE DROPS 2.5 ML; EPIZITHRO 200mg/5ml 30ml susp.; UNIZITHRIN 100mg/5ml 30ml susp.; XEREXOMAIR 100mg/5ml pd. For oral 30ml susp.; XEREXOMAIR 500mg 3 F.C.tab.; AZI-ONCE 200mg/5ml 15ml susp.; AZITHROMIN 250mg 6 Caps.; AZROLID 500mg 3 F.C. tab.; NEOZOLID 600mg 3 tab.; AZINDAMON 500mg 3 F.C.tab.; RAME-ZITHRO 500 MG 3 F.C. TABS.; UNIZITHRIN 500MG 3 CAPS.; GIGAZOCIN 500mg 5 CAPS.; AZITHROTREAT 2GM/60ML PD. FOR ORAL SUSP.; ZISROCIN 100mg/5ml 30ml susp.; ZITHRODOSE 100mg/5ML 45 ML; AZOMYCIN 250MG 6 CAPS.; DELZOSIN 600mg 3 F.C. TABS.; AZI-ONCE 200mg/5ml 22.5ml susp.; AZIWOK 200mg/5ml 15ml susp.; INFECTOMYCIN 500mg 6 F.C. TABS.; ZITHRODOSE 100mg/5ML 60 ML; ZITHRODOSE 500mg 5 Caps.; ZITHROKAN 200mg/5ml pd. for oral susp. 15 ML; AZI-ONCE 200mg/5ml 30ml susp.; AZIROWA 1000 mg 2 F.C. TABS.; AZALIDE 200mg/5ml 15ml susp.; XITHRONE 200 mg/5ml 15ml susp.; AZALIDE 500MG 3 CAPS.; XITHRONE 500mg 3 F.C.tab.; ZISROCIN 500 MG 3 CAPS.; ZITHROKAN 500MG 3 HARD GELATIN CAPS.; AZI-ONCE 250mg 6 Caps.; ZITHRODOSE 2GM/60ML PD. FOR ORAL SUSP.; XITHRONE 200 mg/5ml 25ml susp.; AZIWOK 250MG 6 CAPS.; XITHRONE 500mg 5 F.C.tab.; ZITHROMAX 200mg/5ml 15ml susp.; AZALIDE 250MG 6 CAPS.; AZITHROGLOB 500mg VIAL I.V. INF.; ZITHROMAX 200mg/5ml 22.5ml susp.; ZITHROMAX 200mg/5ml 30ml susp.; ZMAXE E.R. 1 bottle susp.; ZITHROMAX 250MG 6 CAPS.; ZITHROMAX 500mg VIAL I.V. INF.,"Description:; Azithromycin is a semi-synthetic macrolide antibiotic of the azalide class.; ; dose:; Adult: PO- Respiratory tract, Skin and soft tissue infections- 500 mg once daily for 3 days. Or 500mg on day 1 followed by 250mg on days 2 to 5.; Typhoid- 500 mg once daily for 7 days.; Uncomplicated gonorrhoea- 2 g single dose.; Granuloma inguinale- Initial: 1 g, then 500 mg/day until all lesions has healed completely.; Chancroid/Chlamydial urethritis: 1 g single dose Prophylaxis of disseminated MAC infections 1.2 g once weekly. Treatment or secondary prophylaxis: administered along with other antimycobacterials: 500 mg once daily.; ; Mechanism of action Azithromycin binds to the 50S subunit of the 70S bacterial ribosomes, and therefore inhibits RNA-dependent protein synthesis in bacterial cells.; ; Half life :; 68 hours"
Kerella,betamethasone,BETNOSAL oint. 10 GM; BETASALIC topical oint. 15 GM; KERELLA oint. 15 GM; BETAVAL-S oint. 15 GM; BETNOSAL oint. 20 GM; BETAVAL-S oint. 20 GM; BETASALIC LOTION 30 ML; DIPROSALIC oint. 15 GM; KERELLA lotion 30 ML; SALIBET oint. 30 GM; DIPROSALIC lotion 30 ML,"USES:; This medication is used to treat certain skin conditions. This product contains a corticosteroid called betamethasone (for swelling, redness and itch) and a drug to help remove rough patches of skin.; ; HOW TO USE:; Apply a thin layer to the affected area and rub it gently into the skin. Generally this medicine is used twice daily. Follow all instructions carefully and do not use this product more often than prescribed- an increase in side effects could occur. You should notice skin improvement within one week. Do not bandage, wrap or cover the area treated unless you are instructed to do so by your doctor."
Gliptus Plus,metformin hydrochloride,SUGARLO PLUS 50/850mg 10 F.C. TABS.; DIBAVALLY PLUS 50/1000 mg 14 TABS.; ICANDRA PLUS 50/1000MG 30 F.C. TABS.; GLIPTUS PLUS 50/1000mg 30 TABLETS; GLIPTUS PLUS 50/850mg 30 TABLETS; VILDAGLUSE PLUS 50/1000 mg 30 TABS.; VILGAT PLUS 50/500 mg 30 TABS.; GALVUS MET 50/1000mg 30 F.C. tabs.; GALVUS MET 50/500mg 30 F.C. tabs.; GALVUS MET 50/850mg 30 F.C. tabs.,2094
Buspar,buspirone,NEUROBUS 5mg 10 tab.; ANXBEAT 15 mg 10tab.; NEUROBUS 10mg 10 tab.; SEROPAR 10 mg 10 tab.; EXUPAR 15mg 20 tab.; BUSPALEX 15mg 24 tabs.; BUSPAR 10mg 20 tab.; BUSPAR 15mg 20 DIVIDOSE TABS.,"About Buspirone; Psychotropic drug, serotonin 5-HT1A receptor partial agonist, weak Dopamine (D2) antagonist azaspirodecanediones derivative, Sedative, anxiolytic agent.; ; Mechanism of Action of Buspirone; Buspirone has a partial agonistic action on 5HT1A receptor and it stimulates presynaptic autoreceptors. This will produce a decrease in serotonin neuronal activity. It also has antagonistic action on post synaptic 5HT1A receptor. Buspirone has a weak Dopamine (D2) antagonistic action. Mood elevation may be due to facilitation of noradrenergic system.; ; Indications for Buspirone; Anxiety; ; Typical Dosage for Buspirone; Adult: 15 - 30 mg / day in 3 divided dose; Initial dose: 15 mg / day in 3 divided dose. Dose can be gradually increased in every 3 days. Maximum daily dose: 60 mg / day"
Lamisil,terbinafine,TERBIFUNGIN 1% 15gram cream; UNITOPFIN 1% cream 15 GM; FUNGISAFE 1% Cream 15 GM; LAMIFEN 1% cream 15 GM; BENAFIN 1gm/100gm cream 15 GM; FUNGIBAN 1% top. Gel 15 GM; TERBIN 1% topical solution 15 ML; TERBIN 1% cream 15 GM; TERBINAJED 1% cream 30 GM; TERBIN 1% topical spray 30 ml; FUNGISTAT 1% gel 30 GM; LAMISIL 1% dermgel 15 GM; LAMISIL 1% topical cream 15 GM; TERBECOMASIL 1% SPRAY 30 ML; UNITOPFIN 250 MG 7 F.C. TABS.; TRERBI 250 MG 10 tab.; MYCOMIC 250 MG 10 tab.; FUNGISAFE 250mg 7tab.; TERBINASIL 250 MG 7 tab.; TERBIFUNGIN 250 MG 14 tab.; FUNGISAFE 250mg 10tab.; LAMIFEN 125mg 14 tab.; LAMISIL 1% spray 30 ML; TERBINAFINE 1% Topical aerosol powder.; LAMISIL 125mg 14tab.; LAMISIL ONCE film forming solution.; LAMIFEN 250mg 14 tab.; TERBIN 250 MG 14 tab.; LAMISIL 250mg 14 tab.,"About Terbinafine; A synthetic allylamine derivative, Antifungal.; Mechanism of Action of Terbinafine; Terbinafine is a fungicidal drug. It interfere the conversion of Squalene to Ergosterol by inhibiting the enzyme Squalene epoxidase.This results in accumulation of Squalene in the fungal cells and leads to membrane distortion and death of the Fungus.; Indications for Terbinafine; 1. Tinea pedis; 2. Tinea corporis; 3. Tinea capitis; 4. Tinea cruris; 5. Onychomycosis; Interactions for Terbinafine; Cimetidine: Terbinafine clearance is decreased 33%.; Rifampicin: Terbinafine clearance is increased 100%.; Terfenadine: Terbinafine clearance is decreased 16%.; Cyclosprorin: Clearance of cyclospronine increased by 15%."
Trileptal,oxcarbazepine,OXATRILEPAZINE 600 mg 10 F.C.tab; ANDOXEZINE 150 mg 30 F.C. tabs.; SHORSALIN 150 mg 30 F.C. tabs.; ANDOXEZINE 300 mg 30 F.C. TABS.; SHORSALIN 300 mg 30 F.C.tab; OXALEPTAL 60MG/ML oral 100ml susp.; SHORSALIN 600 mg 30 F.C. tabs.; OXALEPTAL 300 mg 30 F.C. tabs.; OXIGREX 300mg 30 F.C.tab.; TRILEPTAL 150mg 50f.c.tab.; TRILEPTAL 60mg/ml oral 100ml susp.; OXALEPTAL 600mg 30 F.C. TABS.; OXATRILEPAZINE 300 mg 60 F.C.tab; TRILEPTAL 300mg 50 F.C.tab.; TRILEPTAL 600mg 50 F.C. Tab.,"About Oxcarbazepine; Carboxamide derivative,iminostilbenes, Anticonvulsant, mood stabilizing agent.SMechanism of Action of Oxcarbazepine; Oxcarbazepine prolongs the inactivated state of voltage sensitive neuronal sodium ion channel either by increasing the efflux or by decreasing the influx of sodium ion across the cell membrane and inhibits the high frequency discharge. SIt blocks the repetitive impulses that trigger seizures and it stabilizes the neuronal membrane. In addition it increases the potassium conductance and modulates the high voltage activated calcium channels. These also produce anticonvulsant effect. SIndications for OxcarbazepineS1. Treatment of partial seizureSInteractions for OxcarbazepineSPhenytoin: Oxcarbazepine with phenytoin / phenobarbitol can increase their levels by 40% / 15%. SOral contraceptive: Efficacy of oral contraceptives, specially those containing ethinyl estradiol & levonorgestrol, can be reduced. S"
Meloquin 4%,hydroquinone,CLEARALIQUE 2% cream 30 GM; CLEARALIQUE FORTE 4% cream 30 GM; ELDOPAQUE 2% sunblock 14.18gram cream; ELDOQUINE 2 % 14.18gram cream; ELDOPAQUE FORTE 4 % sunblock 14.18gram cream; ELDOQUINE FORTE 4 % 14.18gram cream; MELOQUIN 4% cream 20 GM; ELDOPAQUE FORTE 4 % sunblock 28.4gram cream; ELDOQUINE FORTE 4 % 28.4gram cream,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Zincoderm,zinc oxide,ZINCODERM TOPICAL LOTION 120ML; ZINCODERM TOPICAL CREAM 50 GM,
Carbamide,carbamide,CARBAMIDE 10% CREAM 30 GM,644
Apexidone,risperidone,RISPADEX 30ml syrup; RISIDRONE 1mg 10f.c.tab.; NEROSCHIZ 1mg/ml syrup 30 ML; SCHIZOPERDAL 1mg/ml 30ml syrup.; RISPERIDONE 2mg 10 F.C.tab.; RISIDRONE 3mg 10f.c.tab.; PSYCHODAL 1mg 10 oral Dis.tab.; RISCURE 1mg 20 F.C.tab.; SCHIZODAL 2mg 10 F.C.tab.; PSYCHODAL 2mg 10 oral Dis.tab.; ZESPERONE 2mg 10f.c.tab.; SIGMADONE 3mg 10 tab.; RISPADEX 2mg 30 f.c.tab.; PSYCHODAL 1mg/ml 30ml syrup; RISDAL 4mg 10 F.C.tab.; RISPADEX 1mg/ml 100ml syrup; ZESPERONE 4mg 10f.c.tab.; ITORISPERIDONE 2mg 30 F.C. tabs.; APEXIDONE 0.5mg 30 F.C.tab.; RISCURE 2mg 20 F.C.tab.; RISPADEX 3mg 30 F.C.tab.; APEXIDONE 1mg 20 F.C.tab.; RISDAL 2mg 20 F.C.tab.; APEXIDONE 1mg/ml 100ml syrup; RISCURE 4mg 20 F.C. Tab.; RISPERIDONE 3mg 30f.c.tab.; PSYCHODAL 1mg 30 F.c. Tab.; APEXIDONE 2mg 20 F.C.tab.; ITORISPERIDONE 4mg 30 F.C. tabs.; PSYCHODAL 2mg 30 F.C.tab.; RISPERDAL 1mg/ml Oral solution; PSYCHODAL 3mg 30 F.C.tab.; RISPERDAL 2mg 20 f.c.tab.; APEXIDONE 3mg 30 F.C.tab.; APEXIDONE 4mg 30 F.C.tab.; PSYCHODAL 4mg 30 F.C. Tab.; RISPERDAL 4mg 20 tabs.; RISPERDAL CONSTA 25mg vial; RISPERDAL CONSTA 37.5mg vial,"About Risperidone; Second-Generation Antipsychotic, benzisoxazole derivative, Antimanic, Atypical Antipsychotic.; Mechanism of Action of Risperidone; Risperidone exerts its antipsychotic activity by blocking Dopamine and Serotonin (5HT2) receptors. The drug has antagonistic action on alpha adrenergic and histaminergic receptors. These produce an increase in neurotransmitters concentration and thereby antipsychotic action.; Indications for Risperidone; Psychoses; Interactions for Risperidone; Levodopa : Efficacy of levodopa and dopamine agonists reduced.; Carbamazepine : Chronic administration of carbamazepine may decrease it`s efficacy.; Clozapine : Chronic administration of clozapine may enhance it`s efficacy."
